entry_id	toned	plain	kind
自然|自然|zi4 ran2	zi4ran2	ziran	canonical
自由|自由|zi4 you2	zi4you2	ziyou	canonical
至|至|zhi4	zhi4	zhi	canonical
至今|至今|zhi4 jin1	zhi4jin1	zhijin	canonical
至少|至少|zhi4 shao3	zhi4shao3	zhishao	canonical
至於|至于|zhi4 yu2	zhi4yu2	zhiyu	canonical
致|致|zhi4	zhi4	zhi	canonical
臺|台|tai2	tai2	tai	canonical
與|与|yu3	yu3	yu	canonical
與|与|yu4	yu4	yu	canonical
興趣|兴趣|xing4 qu4	xing4qu4	xingqu	canonical
舉|举|ju3	ju3	ju	canonical
舉行|举行|ju3 xing2	ju3xing2	juxing	canonical
舉辦|举办|ju3 ban4	ju3ban4	juban	canonical
舊|旧|jiu4	jiu4	jiu	canonical
舞|舞|wu3	wu3	wu	canonical
舞臺|舞台|wu3 tai2	wu3tai2	wutai	canonical
舞蹈|舞蹈|wu3 dao3	wu3dao3	wudao	canonical
航空|航空|hang2 kong1	hang2kong1	hangkong	canonical
般|般|ban1	ban1	ban	canonical
船|船|chuan2	chuan2	chuan	canonical
艘|艘|sou1	sao1	sao	variant
艘|艘|sou1	sou1	sou	canonical
色|色|se4	se4	se	canonical
色|色|shai3	shai3	shai	canonical
艾|艾|ai4	ai4	ai	canonical
花園|花园|hua1 yuan2	hua1yuan2	huayuan	canonical
若|若|ruo4	ruo4	ruo	canonical
英|英|ying1	ying1	ying	canonical
英雄|英雄|ying1 xiong2	ying1xiong2	yingxiong	canonical
茲|兹|zi1	zi1	zi	canonical
茶|茶|cha2	cha2	cha	canonical
草|草|cao3	cao3	cao	canonical
莎|莎|sha1	sha1	sha	canonical
莫|莫|mo4	mo4	mo	canonical
菜|菜|cai4	cai4	cai	canonical
華|华|hua1	hua1	hua	canonical
華|华|hua2	hua2	hua	canonical
菲|菲|fei1	fei1	fei	canonical
菲|菲|fei3	fei3	fei	canonical
萊|莱|lai2	lai2	lai	canonical
落|落|la4	la4	la	canonical
落|落|lao4	lao4	lao	canonical
落|落|luo4	luo4	luo	canonical
葉|叶|ye4	ye4	ye	canonical
著|着|zhao1	zhao1	zhao	canonical
著|着|zhao1	zhuo2	zhuo	variant
著|着|zhao2	zhao2	zhao	canonical
著|着|zhe5	zhe5	zhe	canonical
著|着|zhuo2	zhuo2	zhuo	canonical
著|著|zhu4	zhu4	zhu	canonical
著名|著名|zhu4 ming2	zhu4ming2	zhuming	canonical
葯|药|yao4	yao4	yao	canonical
蒂|蒂|di4	di4	di	canonical
蒙|蒙|meng1	meng1	meng	canonical
蒙|蒙|meng2	meng2	meng	canonical
蓋|盖|gai4	gai4	gai	canonical
藍|蓝|lan2	lan2	lan	canonical
藍色|蓝色|lan2 se4	lan2se4	lanse	canonical
藏|藏|cang2	cang2	cang	canonical
藏|藏|zang4	zang4	zang	canonical
藝術|艺术|yi4 shu4	yi4shu4	yishu	canonical
藝術家|艺术家|yi4 shu4 jia1	yi4shu4jia1	yishujia	canonical
藥|药|yao4	yao4	yao	canonical
藥物|药物|yao4 wu4	yao4wu4	yaowu	canonical
蘇|苏|su1	su1	su	canonical
蘋果|苹果|ping2 guo3	ping2guo3	pingguo	canonical
蘭|兰|lan2	lan2	lan	canonical
虎|虎|hu3	hu3	hu	canonical
處|处|chu3	chu3	chu	canonical
處|处|chu4	chu4	chu	canonical
處於|处于|chu3 yu2	chu3yu2	chuyu	canonical
處理|处理|chu3 li3	chu3li3	chuli	canonical
號|号|hao2	hao2	hao	canonical
號|号|hao4	hao4	hao	canonical
血|血|xue4	xue4	xue	canonical
行動|行动|xing2 dong4	xing2dong4	xingdong	canonical
行為|行为|xing2 wei2	xing2wei2	xingwei	canonical
術|术|shu4	shu4	shu	canonical
術|术|zhu2	zhu2	zhu	canonical
街|街|jie1	jie1	jie	canonical
街道|街道|jie1 dao4	jie1dao4	jiedao	canonical
衛星|卫星|wei4 xing1	wei4xing1	weixing	canonical
衝|冲|chong1	chong1	chong	canonical
衝|冲|chong4	chong4	chong	canonical
衝突|冲突|chong1 tu1	chong1tu1	chongtu	canonical
表|表|biao3	biao3	biao	canonical
表明|表明|biao3 ming2	biao3ming2	biaoming	canonical
表演|表演|biao3 yan3	biao3yan3	biaoyan	canonical
表現|表现|biao3 xian4	biao3xian4	biaoxian	canonical
表示|表示|biao3 shi4	biao3shi4	biaoshi	canonical
表達|表达|biao3 da2	biao3da2	biaoda	canonical
表面|表面|biao3 mian4	biao3mian4	biaomian	canonical
被|被|bei4	bei4	bei	canonical
被捕|被捕|bei4 bu3	bei4bu3	beibu	canonical
裝|装|zhuang1	zhuang1	zhuang	canonical
裝置|装置|zhuang1 zhi4	zhuang1zhi4	zhuangzhi	canonical
裡|里|li3	li3	li	canonical
裡面|里面|li3 mian4	li3mian4	limian	canonical
裡面|里面|li3 mian4	li3mian5	limian	variant
製|制|zhi4	zhi4	zhi	canonical
製作|制作|zhi4 zuo4	zhi4zuo4	zhizuo	canonical
製造|制造|zhi4 zao4	zhi4zao4	zhizao	canonical
複雜|复杂|fu4 za2	fu4za2	fuza	canonical
襲擊|袭击|xi2 ji1	xi2ji1	xiji	canonical
西|西|xi1	xi1	xi	canonical
西部|西部|xi1 bu4	xi1bu4	xibu	canonical
要|要|yao1	yao1	yao	canonical
要|要|yao4	yao4	yao	canonical
要求|要求|yao1 qiu2	yao1qiu2	yaoqiu	canonical
見|见|jian4	jian4	jian	canonical
見|见|xian4	xian4	xian	canonical
見到|见到|jian4 dao4	jian4dao4	jiandao	canonical
規則|规则|gui1 ze2	gui1ze2	guize	canonical
規定|规定|gui1 ding4	gui1ding4	guiding	canonical
視|视|shi4	shi4	shi	canonical
親|亲|qin1	qin1	qin	canonical
親|亲|qing4	qing4	qing	canonical
親自|亲自|qin1 zi4	qin1zi4	qinzi	canonical
覺|觉|jiao4	jiao4	jiao	canonical
覺|觉|jue2	jue2	jue	canonical
覺得|觉得|jue2 de5	jue2de5	juede	canonical
觀察|观察|guan1 cha2	guan1cha2	guancha	canonical
觀眾|观众|guan1 zhong4	guan1zhong4	guanzhong	canonical
觀點|观点|guan1 dian3	guan1dian3	guandian	canonical
角|角|jiao3	jiao3	jiao	canonical
角|角|jue2	jue2	jue	canonical
角度|角度|jiao3 du4	jiao3du4	jiaodu	canonical
角色|角色|jue2 se4	jiao3se4	jiaose	variant
角色|角色|jue2 se4	jue2se4	juese	canonical
解|解|jie3	jie3	jie	canonical
解|解|jie4	jie4	jie	canonical
解|解|xie4	xie4	xie	canonical
解決|解决|jie3 jue2	jie3jue2	jiejue	canonical
解釋|解释|jie3 shi4	jie3shi4	jieshi	canonical
言|言|yan2	yan2	yan	canonical
計|计|ji4	ji4	ji	canonical
計劃|计划|ji4 hua4	ji4hua4	jihua	canonical
計算|计算|ji4 suan4	ji4suan4	jisuan	canonical
討論|讨论|tao3 lun4	tao3lun4	taolun	canonical
訓練|训练|xun4 lian4	xun4lian4	xunlian	canonical
託|托|tuo1	tuo1	tuo	canonical
記|记|ji4	ji4	ji	canonical
記憶|记忆|ji4 yi4	ji4yi4	jiyi	canonical
記者|记者|ji4 zhe3	ji4zhe3	jizhe	canonical
記錄|记录|ji4 lu4	ji4lu4	jilu	canonical
訪問|访问|fang3 wen4	fang3wen4	fangwen	canonical
設|设|she4	she4	she	canonical
設備|设备|she4 bei4	she4bei4	shebei	canonical
設置|设置|she4 zhi4	she4zhi4	shezhi	canonical
設計|设计|she4 ji4	she4ji4	sheji	canonical
許|许|xu3	xu3	xu	canonical
許多|许多|xu3 duo1	xu3duo1	xuduo	canonical
註|注|zhu4	zhu4	zhu	canonical
評價|评价|ping2 jia4	ping2jia4	pingjia	canonical
評論|评论|ping2 lun4	ping2lun4	pinglun	canonical
詞|词|ci2	ci2	ci	canonical
試|试|shi4	shi4	shi	canonical
試圖|试图|shi4 tu2	shi4tu2	shitu	canonical
試驗|试验|shi4 yan4	shi4yan4	shiyan	canonical
詩|诗|shi1	shi1	shi	canonical
話|话|hua4	hua4	hua	canonical
該|该|gai1	gai1	gai	canonical
認為|认为|ren4 wei2	ren4wei2	renwei	canonical
認識|认识|ren4 shi5	ren4shi5	renshi	canonical
語|语|yu3	yu3	yu	canonical
語|语|yu4	yu4	yu	canonical
語言|语言|yu3 yan2	yu3yan2	yuyan	canonical
說|说|shui4	shui4	shui	canonical
說|说|shuo1	shuo1	shuo	canonical
說明|说明|shuo1 ming2	shuo1ming2	shuoming	canonical
說法|说法|shuo1 fa3	shuo1fa3	shuofa	canonical
說法|说法|shuo1 fa5	shuo1fa5	shuofa	canonical
誰|谁|shei2	shei2	shei	canonical
誰|谁|shei2	shui2	shui	variant
課|课|ke4	ke4	ke	canonical
課程|课程|ke4 cheng2	ke4cheng2	kecheng	canonical
調|调|diao4	diao4	diao	canonical
調|调|tiao2	tiao2	tiao	canonical
調整|调整|tiao2 zheng3	tiao2zheng3	tiaozheng	canonical
調查|调查|diao4 cha2	diao4cha2	diaocha	canonical
談|谈|tan2	tan2	tan	canonical
談判|谈判|tan2 pan4	tan2pan4	tanpan	canonical
請|请|qing3	qing3	qing	canonical
請求|请求|qing3 qiu2	qing3qiu2	qingqiu	canonical
論|论|lun4	lun4	lun	canonical
諾|诺|nuo4	nuo4	nuo	canonical
講|讲|jiang3	jiang3	jiang	canonical
謝|谢|xie4	xie4	xie	canonical
證實|证实|zheng4 shi2	zheng4shi2	zhengshi	canonical
證據|证据|zheng4 ju4	zheng4ju4	zhengju	canonical
證明|证明|zheng4 ming2	zheng4ming2	zhengming	canonical
警|警|jing3	jing3	jing	canonical
警告|警告|jing3 gao4	jing3gao4	jinggao	canonical
警察|警察|jing3 cha2	jing3cha2	jingcha	canonical
警方|警方|jing3 fang1	jing3fang1	jingfang	canonical
議員|议员|yi4 yuan2	yi4yuan2	yiyuan	canonical
議會|议会|yi4 hui4	yi4hui4	yihui	canonical
護|护|hu4	hu4	hu	canonical
讀|读|dou4	dou4	dou	canonical
讀|读|du2	du2	du	canonical
變|变|bian4	bian4	bian	canonical
變化|变化|bian4 hua4	bian4hua4	bianhua	canonical
變成|变成|bian4 cheng2	bian4cheng2	biancheng	canonical
讓|让|rang4	rang4	rang	canonical
谷|谷|gu3	gu3	gu	canonical
豐富|丰富|feng1 fu4	feng1fu4	fengfu	canonical
象|象|xiang4	xiang4	xiang	canonical
豬|猪|zhu1	zhu1	zhu	canonical
貓|猫|mao1	mao1	mao	canonical
貝|贝|bei4	bei4	bei	canonical
負|负|fu4	fu4	fu	canonical
負責|负责|fu4 ze2	fu4ze2	fuze	canonical
財產|财产|cai2 chan3	cai2chan3	caichan	canonical
貢獻|贡献|gong4 xian4	gong4xian4	gongxian	canonical
責任|责任|ze2 ren4	ze2ren4	zeren	canonical
貴|贵|gui4	gui4	gui	canonical
買|买|mai3	mai3	mai	canonical
費|费|fei4	fei4	fei	canonical
資料|资料|zi1 liao4	zi1liao4	ziliao	canonical
資格|资格|zi1 ge2	zi1ge2	zige	canonical
資源|资源|zi1 yuan2	zi1yuan2	ziyuan	canonical
資金|资金|zi1 jin1	zi1jin1	zijin	canonical
賣|卖|mai4	mai4	mai	canonical
賽|赛|sai4	sai4	sai	canonical
贏得|赢得|ying2 de2	ying2de2	yingde	canonical
走|走|zou3	zou3	zou	canonical
起|起|qi3	qi3	qi	canonical
起來|起来|qi3 lai5	qi3lai2	qilai	variant
起來|起来|qi3 lai5	qi3lai5	qilai	canonical
起來|起来|qi5 lai5	qi3lai5	qilai	variant
起來|起来|qi5 lai5	qi5lai5	qilai	canonical
超|超|chao1	chao1	chao	canonical
超級|超级|chao1 ji2	chao1ji2	chaoji	canonical
超過|超过|chao1 guo4	chao1guo4	chaoguo	canonical
越|越|yue4	yue4	yue	canonical
越來越|越来越|yue4 lai2 yue4	yue4lai2yue4	yuelaiyue	canonical
足|足|ju4	ju4	ju	canonical
足|足|zu2	zu2	zu	canonical
足夠|足够|zu2 gou4	zu2gou4	zugou	canonical
足球|足球|zu2 qiu2	zu2qiu2	zuqiu	canonical
跑|跑|pao2	pao2	pao	canonical
跑|跑|pao3	pao3	pao	canonical
距離|距离|ju4 li2	ju4li2	juli	canonical
跟|跟|gen1	gen1	gen	canonical
路|路|lu4	lu4	lu	canonical
路線|路线|lu4 xian4	lu4xian4	luxian	canonical
跳|跳|tiao4	tiao4	tiao	canonical
身|身|shen1	shen1	shen	canonical
身上|身上|shen1 shang5	shen1shang5	shenshang	canonical
身份|身份|shen1 fen4	shen1fen4	shenfen	canonical
身體|身体|shen1 ti3	shen1ti3	shenti	canonical
車|车|che1	che1	che	canonical
車站|车站|che1 zhan4	che1zhan4	chezhan	canonical
軌道|轨道|gui3 dao4	gui3dao4	guidao	canonical
軍|军|jun1	jun1	jun	canonical
軍事|军事|jun1 shi4	jun1shi4	junshi	canonical
軍隊|军队|jun1 dui4	jun1dui4	jundui	canonical
較|较|jiao4	jiao3	jiao	variant
較|较|jiao4	jiao4	jiao	canonical
載|载|zai3	zai3	zai	canonical
載|载|zai3	zai4	zai	variant
載|载|zai4	zai4	zai	canonical
輕|轻|qing1	qing1	qing	canonical
輛|辆|liang4	liang4	liang	canonical
輪|轮|lun2	lun2	lun	canonical
轉|转|zhuan3	zhuan3	zhuan	canonical
轉|转|zhuan4	zhuan4	zhuan	canonical
轉移|转移|zhuan3 yi2	zhuan3yi2	zhuanyi	canonical
辦|办|ban4	ban4	ban	canonical
辦公室|办公室|ban4 gong1 shi4	ban4gong1shi4	bangongshi	canonical
辦法|办法|ban4 fa3	ban4fa3	banfa	canonical
辭職|辞职|ci2 zhi2	ci2zhi2	cizhi	canonical
迅速|迅速|xun4 su4	xun4su4	xunsu	canonical
近|近|jin4	jin4	jin	canonical
返回|返回|fan3 hui2	fan3hui2	fanhui	canonical
迪|迪|di2	di2	di	canonical
迴|回|hui2	hui2	hui	canonical
追|追|dui1	dui1	dui	canonical
追|追|zhui1	zhui1	zhui	canonical
退|退|tui4	tui4	tui	canonical
退出|退出|tui4 chu1	tui4chu1	tuichu	canonical
送|送|song4	song4	song	canonical
逃|逃|tao2	tao2	tao	canonical
逐漸|逐渐|zhu2 jian4	zhu2jian4	zhujian	canonical
這|这|zhe4	zhe4	zhe	canonical
這|这|zhei4	zhei4	zhei	canonical
這些|这些|zhe4 xie1	zhe4xie1	zhexie	canonical
這個|这个|zhe4 ge5	zhe4ge5	zhege	canonical
這樣|这样|zhe4 yang4	zhe4yang4	zheyang	canonical
這種|这种|zhe4 zhong3	zhe4zhong3	zhezhong	canonical
這裡|这里|zhe4 li3	zhe4li3	zheli	canonical
通|通|tong1	tong1	tong	canonical
通|通|tong4	tong4	tong	canonical
通常|通常|tong1 chang2	tong1chang2	tongchang	canonical
通知|通知|tong1 zhi1	tong1zhi1	tongzhi	canonical
通過|通过|tong1 guo4	tong1guo4	tongguo	canonical
速度|速度|su4 du4	su4du4	sudu	canonical
造|造|zao4	zao4	zao	canonical
造成|造成|zao4 cheng2	zao4cheng2	zaocheng	canonical
連|连|lian2	lian2	lian	canonical
連接|连接|lian2 jie1	lian2jie1	lianjie	canonical
連續|连续|lian2 xu4	lian2xu4	lianxu	canonical
逮捕|逮捕|dai4 bu3	dai3bu3	daibu	variant
逮捕|逮捕|dai4 bu3	dai4bu3	daibu	canonical
週|周|zhou1	zhou1	zhou	canonical
週年|周年|zhou1 nian2	zhou1nian2	zhounian	canonical
進|进|jin4	jin4	jin	canonical
進一步|进一步|jin4 yi1 bu4	jin4yi1bu4	jinyibu	canonical
進入|进入|jin4 ru4	jin4ru4	jinru	canonical
進攻|进攻|jin4 gong1	jin4gong1	jingong	canonical
進步|进步|jin4 bu4	jin4bu4	jinbu	canonical
進行|进行|jin4 xing2	jin4xing2	jinxing	canonical
逼|逼|bi1	bi1	bi	canonical
遇到|遇到|yu4 dao4	yu4dao4	yudao	canonical
遊|游|you2	you2	you	canonical
遊戲|游戏|you2 xi4	you2xi4	youxi	canonical
運|运|yun4	yun4	yun	canonical
運動|运动|yun4 dong4	yun4dong4	yundong	canonical
運動員|运动员|yun4 dong4 yuan2	yun4dong4yuan2	yundongyuan	canonical
過|过|guo4	guo4	guo	canonical
過|过|guo5	guo5	guo	canonical
過去|过去|guo4 qu4	guo4qu4	guoqu	canonical
過去|过去|guo4 qu5	guo4qu5	guoqu	canonical
過程|过程|guo4 cheng2	guo4cheng2	guocheng	canonical
道|道|dao4	dao4	dao	canonical
道德|道德|dao4 de2	dao4de2	daode	canonical
道路|道路|dao4 lu4	dao4lu4	daolu	canonical
達|达|da2	da2	da	canonical
達到|达到|da2 dao4	da2dao4	dadao	canonical
達成|达成|da2 cheng2	da2cheng2	dacheng	canonical
遠|远|yuan3	yuan3	yuan	canonical
遠|远|yuan4	yuan4	yuan	canonical
適合|适合|shi4 he2	shi4he2	shihe	canonical
遭|遭|zao1	zao1	zao	canonical
遭到|遭到|zao1 dao4	zao1dao4	zaodao	canonical
選|选|xuan3	xuan3	xuan	canonical
選手|选手|xuan3 shou3	xuan3shou3	xuanshou	canonical
選擇|选择|xuan3 ze2	xuan3ze2	xuanze	canonical
選舉|选举|xuan3 ju3	xuan3ju3	xuanju	canonical
避免|避免|bi4 mian3	bi4mian3	bimian	canonical
邀請|邀请|yao1 qing3	yao1qing3	yaoqing	canonical
還|还|hai2	hai2	hai	canonical
還|还|huan2	huan2	huan	canonical
還是|还是|hai2 shi5	hai2shi5	haishi	canonical
還有|还有|hai2 you3	hai2you3	haiyou	canonical
邊|边|bian1	bian1	bian	canonical
邊|边|bian5	bian5	bian	canonical
那|那|na4	na4	na	canonical
那|那|nuo2	nuo2	nuo	canonical
那些|那些|na4 xie1	na4xie1	naxie	canonical
那個|那个|na4 ge5	na4ge5	nage	canonical
那個|那个|na4 ge5	nei4ge5	neige	variant
那樣|那样|na4 yang4	na4yang4	nayang	canonical
那裏|那里|na4 li5	na4li5	nali	canonical
那裡|那里|na4 li5	na4li5	nali	canonical
那麼|那么|na4 me5	na4me5	name	canonical
郎|郎|lang2	lang2	lang	canonical
郡|郡|jun4	jun4	jun	canonical
部|部|bu4	bu4	bu	canonical
部分|部分|bu4 fen5	bu4fen4	bufen	variant
部分|部分|bu4 fen5	bu4fen5	bufen	canonical
部落|部落|bu4 luo4	bu4luo4	buluo	canonical
部長|部长|bu4 zhang3	bu4zhang3	buzhang	canonical
部門|部门|bu4 men2	bu4men2	bumen	canonical
部隊|部队|bu4 dui4	bu4dui4	budui	canonical
都|都|dou1	dou1	dou	canonical
都|都|du1	du1	du	canonical
配|配|pei4	pei4	pei	canonical
配合|配合|pei4 he2	pei4he2	peihe	canonical
酒|酒|jiu3	jiu3	jiu	canonical
酒店|酒店|jiu3 dian4	jiu3dian4	jiudian	canonical
酸|酸|suan1	suan1	suan	canonical
醫學|医学|yi1 xue2	yi1xue2	yixue	canonical
醫生|医生|yi1 sheng1	yi1sheng1	yisheng	canonical
醫療|医疗|yi1 liao2	yi1liao2	yiliao	canonical
醫院|医院|yi1 yuan4	yi1yuan4	yiyuan	canonical
釋放|释放|shi4 fang4	shi4fang4	shifang	canonical
里|里|li3	li3	li	canonical
重|重|chong2	chong2	chong	canonical
重|重|zhong4	zhong4	zhong	canonical
重大|重大|zhong4 da4	zhong4da4	zhongda	canonical
重新|重新|chong2 xin1	chong2xin1	chongxin	canonical
重複|重复|chong2 fu4	chong2fu4	chongfu	canonical
重要|重要|zhong4 yao4	zhong4yao4	zhongyao	canonical
重點|重点|chong2 dian3	chong2dian3	chongdian	canonical
重點|重点|zhong4 dian3	zhong4dian3	zhongdian	canonical
野|野|ye3	ye3	ye	canonical
量|量|liang2	liang2	liang	canonical
量|量|liang4	liang4	liang	canonical
金屬|金属|jin1 shu3	jin1shu3	jinshu	canonical
針對|针对|zhen1 dui4	zhen1dui4	zhendui	canonical
銀|银|yin2	yin2	yin	canonical
銀行|银行|yin2 hang2	yin2hang2	yinhang	canonical
銷售|销售|xiao1 shou4	xiao1shou4	xiaoshou	canonical
錄|录|lu4	lu4	lu	canonical
錢|钱|qian2	qian2	qian	canonical
錯|错|cuo4	cuo4	cuo	canonical
錯誤|错误|cuo4 wu4	cuo4wu4	cuowu	canonical
鍾|钟|zhong1	zhong1	zhong	canonical
鎮|镇|zhen4	zhen4	zhen	canonical
鏡|镜|jing4	jing4	jing	canonical
鐘|钟|zhong1	zhong1	zhong	canonical
鐵|铁|tie3	tie3	tie	canonical
長|长|chang2	chang2	chang	canonical
長|长|chang2	zhang4	zhang	variant
長|长|zhang3	zhang3	zhang	canonical
長官|长官|zhang3 guan1	zhang3guan1	zhangguan	canonical
長期|长期|chang2 qi1	chang2qi1	changqi	canonical
門|门|men2	men2	men	canonical
開|开|kai1	kai1	kai	canonical
開始|开始|kai1 shi3	kai1shi3	kaishi	canonical
開放|开放|kai1 fang4	kai1fang4	kaifang	canonical
間|间|jian1	jian1	jian	canonical
間|间|jian4	jian4	jian	canonical
關|关|guan1	guan1	guan	canonical
關係|关系|guan1 xi5	guan1xi5	guanxi	canonical
關於|关于|guan1 yu2	guan1yu2	guanyu	canonical
關注|关注|guan1 zhu4	guan1zhu4	guanzhu	canonical
關鍵|关键|guan1 jian4	guan1jian4	guanjian	canonical
關閉|关闭|guan1 bi4	guan1bi4	guanbi	canonical
防|防|fang2	fang2	fang	canonical
阻止|阻止|zu3 zhi3	zu3zhi3	zuzhi	canonical
阿|阿|a1	a1	a	canonical
阿|阿|a1	a4	a	variant
阿|阿|e1	e1	e	canonical
附近|附近|fu4 jin4	fu4jin4	fujin	canonical
降|降|jiang4	jiang4	jiang	canonical
降|降|xiang2	xiang2	xiang	canonical
限制|限制|xian4 zhi4	xian4zhi4	xianzhi	canonical
院|院|yuan4	yuan4	yuan	canonical
除|除|chu2	chu2	chu	canonical
除了|除了|chu2 le5	chu2le5	chule	canonical
陳|陈|chen2	chen2	chen	canonical
陷入|陷入|xian4 ru4	xian4ru4	xianru	canonical
隆|隆|long1	long1	long	canonical
隆|隆|long2	long2	long	canonical
隊|队|dui4	dui4	dui	canonical
隊伍|队伍|dui4 wu3	dui4wu3	duiwu	canonical
階段|阶段|jie1 duan4	jie1duan4	jieduan	canonical
隔|隔|ge2	ge2	ge	canonical
隧道|隧道|sui4 dao4	sui4dao4	suidao	canonical
隨|随|sui2	sui2	sui	canonical
隨著|随着|sui2 zhe5	sui2zhe5	suizhe	canonical
隻|只|zhi1	zhi1	zhi	canonical
集|集|ji2	ji2	ji	canonical
集中|集中|ji2 zhong1	ji2zhong1	jizhong	canonical
集合|集合|ji2 he2	ji2he2	jihe	canonical
集團|集团|ji2 tuan2	ji2tuan2	jituan	canonical
雖然|虽然|sui1 ran2	sui1ran2	suiran	canonical
雙方|双方|shuang1 fang1	shuang1fang1	shuangfang	canonical
雜誌|杂志|za2 zhi4	za2zhi4	zazhi	canonical
雞|鸡|ji1	ji1	ji	canonical
離|离|li2	li2	li	canonical
離婚|离婚|li2 hun1	li2hun1	lihun	canonical
離開|离开|li2 kai1	li2kai1	likai	canonical
難|难|nan2	nan2	nan	canonical
難|难|nan4	nan4	nan	canonical
難以|难以|nan2 yi3	nan2yi3	nanyi	canonical
雨|雨|yu3	yu3	yu	canonical
雨|雨|yu4	yu4	yu	canonical
雪|雪|xue3	xue3	xue	canonical
零|零|ling2	ling2	ling	canonical
雷|雷|lei2	lei2	lei	canonical
電子|电子|dian4 zi3	dian4zi3	dianzi	canonical
電影|电影|dian4 ying3	dian4ying3	dianying	canonical
電腦|电脑|dian4 nao3	dian4nao3	diannao	canonical
電視|电视|dian4 shi4	dian4shi4	dianshi	canonical
電視台|电视台|dian4 shi4 tai2	dian4shi4tai2	dianshitai	canonical
電話|电话|dian4 hua4	dian4hua4	dianhua	canonical
需|需|xu1	xu1	xu	canonical
需要|需要|xu1 yao4	xu1yao4	xuyao	canonical
露|露|lou4	lou4	lou	canonical
露|露|lu4	lu4	lu	canonical
靈|灵|ling2	ling2	ling	canonical
靈魂|灵魂|ling2 hun2	ling2hun2	linghun	canonical
青|青|qing1	qing1	qing	canonical
非|非|fei1	fei1	fei	canonical
非常|非常|fei1 chang2	fei1chang2	feichang	canonical
非法|非法|fei1 fa3	fei1fa3	feifa	canonical
靠|靠|kao4	kao4	kao	canonical
靠近|靠近|kao4 jin4	kao4jin4	kaojin	canonical
面對|面对|mian4 dui4	mian4dui4	miandui	canonical
革命|革命|ge2 ming4	ge2ming4	geming	canonical
音|音|yin1	yin1	yin	canonical
音樂|音乐|yin1 yue4	yin1yue4	yinyue	canonical
頁|页|xie2	xie2	xie	canonical
頁|页|ye4	ye4	ye	canonical
頂|顶|ding3	ding3	ding	canonical
項|项|xiang4	xiang4	xiang	canonical
項目|项目|xiang4 mu4	xiang4mu4	xiangmu	canonical
順|顺|shun4	shun4	shun	canonical
順利|顺利|shun4 li4	shun4li4	shunli	canonical
頓|顿|dun4	dun4	dun	canonical
領|领|ling3	ling3	ling	canonical
領域|领域|ling3 yu4	ling3yu4	lingyu	canonical
領導|领导|ling3 dao3	ling3dao3	lingdao	canonical
領袖|领袖|ling3 xiu4	ling3xiu4	lingxiu	canonical
頭|头|tou5	tou5	tou	canonical
頻道|频道|pin2 dao4	pin2dao4	pindao	canonical
顆|颗|ke1	ke1	ke	canonical
題|题|ti2	ti2	ti	canonical
顏色|颜色|yan2 se4	yan2se4	yanse	canonical
願意|愿意|yuan4 yi4	yuan4yi4	yuanyi	canonical
類|类|lei4	lei4	lei	canonical
類似|类似|lei4 si4	lei4si4	leisi	canonical
類型|类型|lei4 xing2	lei4xing2	leixing	canonical
顧問|顾问|gu4 wen4	gu4wen4	guwen	canonical
顯示|显示|xian3 shi4	xian3shi4	xianshi	canonical
風|风|feng1	feng1	feng	canonical
風格|风格|feng1 ge2	feng1ge2	fengge	canonical
風險|风险|feng1 xian3	feng1xian3	fengxian	canonical
飛|飞|fei1	fei1	fei	canonical
飛機|飞机|fei1 ji1	fei1ji1	feiji	canonical
飛行|飞行|fei1 xing2	fei1xing2	feixing	canonical
食|食|shi2	shi2	shi	canonical
食|食|si4	si4	si	canonical
食品|食品|shi2 pin3	shi2pin3	shipin	canonical
食物|食物|shi2 wu4	shi2wu4	shiwu	canonical
飯|饭|fan4	fan4	fan	canonical
養|养|yang3	yang3	yang	canonical
首|首|shou3	shou3	shou	canonical
首先|首先|shou3 xian1	shou3xian1	shouxian	canonical
香|香|xiang1	xiang1	xiang	canonical
馬|马|ma3	ma3	ma	canonical
馬克|马克|ma3 ke4	ma3ke4	make	canonical
騎|骑|ji4	ji4	ji	canonical
騎|骑|qi2	qi2	qi	canonical
騎士|骑士|qi2 shi4	qi2shi4	qishi	canonical
骨|骨|gu3	gu3	gu	canonical
體|体|ti3	ti3	ti	canonical
體育|体育|ti3 yu4	ti3yu4	tiyu	canonical
高|高|gao1	gao1	gao	canonical
高中|高中|gao1 zhong1	gao1zhong1	gaozhong	canonical
高中|高中|gao1 zhong4	gao1zhong4	gaozhong	canonical
高度|高度|gao1 du4	gao1du4	gaodu	canonical
高級|高级|gao1 ji2	gao1ji2	gaoji	canonical
鬆|松|song1	song1	song	canonical
鬥|斗|dou4	dou4	dou	canonical
鬼|鬼|gui3	gui3	gui	canonical
魔|魔|mo2	mo2	mo	canonical
魚|鱼|yu2	yu2	yu	canonical
魯|鲁|lu3	lu3	lu	canonical
鳥|鸟|diao3	diao3	diao	canonical
鳥|鸟|niao3	niao3	niao	canonical
鹿|鹿|lu4	lu4	lu	canonical
麗|丽|li4	li4	li	canonical
麥|麦|mai4	mai4	mai	canonical
麥克|麦克|mai4 ke4	mai4ke4	maike	canonical
麵|面|mian4	mian4	mian	canonical
黃|黄|huang2	huang2	huang	canonical
黑人|黑人|hei1 ren2	hei1ren2	heiren	canonical
